,UNIT,Dayofweek,Hour,ENTRIESn_hourly
5453,R121,4,4.0,1082.0
5454,R121,4,8.0,726.0
5455,R121,4,9.0,1117.0
5456,R121,4,10.0,742.0
5457,R121,4,12.0,8629.0
5458,R121,4,16.0,11630.0
5459,R121,4,20.0,12759.0
5460,R121,5,0.0,5683.0
5461,R121,5,4.0,1457.0
5462,R121,5,8.0,110.0
5463,R121,5,12.0,8632.0
5464,R121,5,16.0,8023.0
5465,R121,5,20.0,7130.0
5466,R121,6,0.0,3471.0
5467,R121,6,4.0,1518.0
5468,R121,6,8.0,575.0
5469,R121,6,12.0,7326.0
5470,R121,6,16.0,6490.0
5471,R121,6,20.0,6188.0
5472,R122,0,0.0,6189.0
5473,R122,0,4.0,1591.0
5474,R122,0,8.0,13600.0
5475,R122,0,12.0,28810.0
5476,R122,0,16.0,15769.0
5477,R122,0,20.0,13599.0
5478,R122,1,0.0,4417.0
5479,R122,1,4.0,513.0
5480,R122,1,8.0,12449.0
5481,R122,1,12.0,22252.0
5482,R122,1,16.0,16750.0
5483,R122,1,18.0,1800.0
5484,R122,1,20.0,10590.0
5485,R122,2,0.0,3873.0
5486,R122,2,4.0,692.0
5487,R122,2,7.0,3348.0
5488,R122,2,8.0,4763.0
5489,R122,2,12.0,33714.0
5490,R122,2,14.0,1825.0
5491,R122,2,16.0,9279.0
5492,R122,2,20.0,10853.0
5493,R122,3,0.0,4154.0
5494,R122,3,4.0,687.0
5495,R122,3,8.0,10959.0
5496,R122,3,12.0,31031.0
5497,R122,3,16.0,11318.0
5498,R122,3,20.0,11271.0
5499,R122,4,0.0,4432.0
5500,R122,4,4.0,783.0
5501,R122,4,8.0,17484.0
5502,R122,4,11.0,944.0
5503,R122,4,12.0,22185.0
5504,R122,4,16.0,8039.0
5505,R122,4,20.0,9214.0
5506,R122,5,0.0,8944.0
5507,R122,5,4.0,2448.0
5508,R122,5,8.0,1794.0
5509,R122,5,9.0,2670.0
5510,R122,5,11.0,1546.0
5511,R122,5,12.0,15575.0
5512,R122,5,16.0,11930.0
5513,R122,5,20.0,11673.0
5514,R122,6,0.0,4441.0
5515,R122,6,4.0,2234.0
5516,R122,6,8.0,2664.0
5517,R122,6,12.0,17832.0
5518,R122,6,14.0,1295.0
5519,R122,6,16.0,11882.0
5520,R122,6,20.0,9953.0
5521,R123,0,0.0,3971.0
5522,R123,0,4.0,818.0
5523,R123,0,8.0,4053.0
5524,R123,0,12.0,24339.0
5525,R123,0,16.0,14304.0
5526,R123,0,20.0,10335.0
5527,R123,1,0.0,4192.0
5528,R123,1,4.0,522.0
5529,R123,1,8.0,6096.0
5530,R123,1,12.0,21102.0
5531,R123,1,16.0,9127.0
5532,R123,1,20.0,8494.0
5533,R123,2,0.0,9424.0
5534,R123,2,4.0,576.0
5535,R123,2,8.0,2157.0
5536,R123,2,12.0,25412.0
5537,R123,2,16.0,10944.0
5538,R123,2,20.0,9492.0
5539,R123,3,0.0,4424.0
5540,R123,3,4.0,2535.0
5541,R123,3,8.0,3107.0
5542,R123,3,12.0,23505.0
5543,R123,3,16.0,12218.0
5544,R123,3,20.0,10553.0
5545,R123,4,0.0,4546.0
5546,R123,4,4.0,1653.0
5547,R123,4,8.0,3967.0
5548,R123,4,12.0,22182.0
5549,R123,4,16.0,12487.0
5550,R123,4,20.0,9837.0
5551,R123,5,0.0,5334.0
5552,R123,5,4.0,1087.0
5553,R123,5,8.0,277.0
5554,R123,5,12.0,11022.0
5555,R123,5,16.0,9409.0
5556,R123,5,20.0,7133.0
5557,R123,6,0.0,4477.0
5558,R123,6,4.0,1439.0
5559,R123,6,8.0,931.0
5560,R123,6,12.0,9355.0
5561,R123,6,16.0,8813.0
5562,R123,6,20.0,7180.0
5563,R124,0,0.0,1414.0
5564,R124,0,4.0,310.0
5565,R124,0,8.0,1932.0
5566,R124,0,12.0,9450.0
5567,R124,0,14.0,596.0
5568,R124,0,16.0,4345.0
5569,R124,0,20.0,4360.0
5570,R124,1,0.0,1093.0
5571,R124,1,4.0,235.0
5572,R124,1,7.0,785.0
5573,R124,1,8.0,1805.0
5574,R124,1,12.0,6035.0
5575,R124,1,16.0,2989.0
5576,R124,1,20.0,5780.0
5577,R124,2,0.0,2247.0
5578,R124,2,4.0,227.0
5579,R124,2,8.0,1695.0
5580,R124,2,12.0,8775.0
5581,R124,2,16.0,3905.0
5582,R124,2,20.0,3658.0
5583,R124,3,0.0,1264.0
5584,R124,3,4.0,216.0
5585,R124,3,8.0,833.0
5586,R124,3,11.0,2569.0
5587,R124,3,12.0,7088.0
5588,R124,3,15.0,896.0
5589,R124,3,16.0,3113.0
5590,R124,3,20.0,3922.0
5591,R124,4,0.0,1325.0
5592,R124,4,4.0,234.0
5593,R124,4,8.0,1221.0
5594,R124,4,12.0,9085.0
5595,R124,4,14.0,1162.0
5596,R124,4,16.0,5221.0
5597,R124,4,20.0,3674.0
5598,R124,5,0.0,1397.0
5599,R124,5,4.0,302.0
5600,R124,5,8.0,371.0
5601,R124,5,12.0,3173.0
5602,R124,5,16.0,2693.0
5603,R124,5,20.0,2106.0
5604,R124,6,0.0,1514.0
5605,R124,6,4.0,421.0
5606,R124,6,8.0,108.0
5607,R124,6,12.0,4142.0
5608,R124,6,16.0,4677.0
5609,R124,6,20.0,3001.0
5610,R125,0,1.0,163.0
5611,R125,0,5.0,22.0
5612,R125,0,9.0,844.0
5613,R125,0,13.0,1578.0
5614,R125,0,14.0,334.0
5615,R125,0,17.0,7276.0
5616,R125,0,21.0,12187.0
5617,R125,1,1.0,2221.0
5618,R125,1,5.0,140.0
5619,R125,1,9.0,895.0
5620,R125,1,13.0,1507.0
5621,R125,1,17.0,8190.0
5622,R125,1,21.0,10220.0
5623,R125,2,1.0,1738.0
5624,R125,2,5.0,2616.0
5625,R125,2,9.0,1260.0
5626,R125,2,13.0,1893.0
5627,R125,2,17.0,8258.0
5628,R125,2,21.0,12554.0
5629,R125,3,1.0,1911.0
5630,R125,3,5.0,165.0
5631,R125,3,9.0,866.0
5632,R125,3,13.0,1683.0
5633,R125,3,14.0,212.0
5634,R125,3,17.0,6610.0
5635,R125,3,21.0,11582.0
5636,R125,4,1.0,4390.0
5637,R125,4,5.0,646.0
5638,R125,4,9.0,872.0
5639,R125,4,13.0,1898.0
5640,R125,4,17.0,9656.0
5641,R125,4,21.0,9351.0
5642,R125,5,1.0,2070.0
5643,R125,5,5.0,69.0
5644,R125,5,9.0,92.0
5645,R125,5,13.0,470.0
5646,R125,5,17.0,1020.0
5647,R125,5,21.0,739.0
5648,R125,6,1.0,215.0
5649,R125,6,5.0,42.0
5650,R125,6,9.0,57.0
5651,R125,6,13.0,373.0
5652,R125,6,17.0,553.0
5653,R125,6,21.0,504.0
5654,R126,0,0.0,3676.0
5655,R126,0,4.0,1049.0
5656,R126,0,7.0,297.0
5657,R126,0,8.0,6917.0
5658,R126,0,12.0,24151.0
5659,R126,0,14.0,228.0
5660,R126,0,16.0,10598.0
5661,R126,0,20.0,11983.0
5662,R126,1,0.0,2908.0
5663,R126,1,4.0,427.0
5664,R126,1,7.0,211.0
5665,R126,1,8.0,8178.0
5666,R126,1,12.0,20617.0
5667,R126,1,16.0,8603.0
5668,R126,1,20.0,10847.0
5669,R126,2,0.0,2842.0
5670,R126,2,4.0,842.0
5671,R126,2,8.0,4945.0
5672,R126,2,9.0,565.0
5673,R126,2,10.0,1197.0
5674,R126,2,11.0,1310.0
5675,R126,2,12.0,19786.0
5676,R126,2,13.0,168.0
5677,R126,2,16.0,7986.0
5678,R126,2,20.0,9188.0
5679,R126,3,0.0,7755.0
5680,R126,3,4.0,746.0
5681,R126,3,8.0,4947.0
5682,R126,3,12.0,23162.0
5683,R126,3,16.0,10055.0
5684,R126,3,20.0,11270.0
5685,R126,4,0.0,4335.0
5686,R126,4,4.0,519.0
5687,R126,4,8.0,3899.0
5688,R126,4,12.0,23475.0
5689,R126,4,16.0,8082.0
5690,R126,4,20.0,11298.0
5691,R126,5,0.0,6935.0
5692,R126,5,4.0,739.0
5693,R126,5,8.0,969.0
5694,R126,5,10.0,22.0
5695,R126,5,12.0,11121.0
5696,R126,5,16.0,9605.0
5697,R126,5,20.0,7239.0
5698,R126,6,0.0,4845.0
5699,R126,6,4.0,2797.0
5700,R126,6,8.0,1343.0
5701,R126,6,12.0,7792.0
5702,R126,6,13.0,62.0
5703,R126,6,16.0,7701.0
5704,R126,6,20.0,10472.0
5705,R127,0,0.0,7466.0
5706,R127,0,4.0,1475.0
5707,R127,0,7.0,862.0
5708,R127,0,8.0,4914.0
5709,R127,0,12.0,23353.0
5710,R127,0,14.0,3438.0
5711,R127,0,16.0,31617.0
5712,R127,0,20.0,63914.0
5713,R127,1,0.0,23207.0
5714,R127,1,4.0,1274.0
5715,R127,1,8.0,8833.0
5716,R127,1,12.0,23721.0
5717,R127,1,14.0,2591.0
5718,R127,1,15.0,3545.0
5719,R127,1,16.0,33321.0
5720,R127,1,20.0,56535.0
5721,R127,2,0.0,24781.0
5722,R127,2,4.0,2336.0
5723,R127,2,8.0,4679.0
5724,R127,2,10.0,94.0
5725,R127,2,12.0,24727.0
5726,R127,2,16.0,40672.0
5727,R127,2,20.0,58318.0
5728,R127,3,0.0,18144.0
5729,R127,3,4.0,2876.0
5730,R127,3,8.0,3940.0
5731,R127,3,11.0,279.0
5732,R127,3,12.0,21308.0
5733,R127,3,14.0,3524.0
5734,R127,3,16.0,29457.0
5735,R127,3,20.0,66656.0
5736,R127,4,0.0,23177.0
5737,R127,4,4.0,1710.0
5738,R127,4,8.0,4411.0
5739,R127,4,11.0,293.0
5740,R127,4,12.0,24135.0
5741,R127,4,16.0,41750.0
5742,R127,4,20.0,49685.0
5743,R127,5,0.0,13545.0
5744,R127,5,4.0,2911.0
5745,R127,5,8.0,2559.0
5746,R127,5,9.0,103.0
5747,R127,5,12.0,12374.0
5748,R127,5,15.0,227.0
5749,R127,5,16.0,19093.0
5750,R127,5,20.0,20261.0
5751,R127,6,0.0,9836.0
5752,R127,6,4.0,3499.0
5753,R127,6,8.0,2260.0
5754,R127,6,12.0,10070.0
5755,R127,6,16.0,17171.0
5756,R127,6,20.0,16912.0
5757,R128,0,1.0,895.0
5758,R128,0,5.0,574.0
5759,R128,0,7.0,508.0
5760,R128,0,9.0,6504.0
5761,R128,0,13.0,5885.0
5762,R128,0,14.0,184.0
5763,R128,0,17.0,4744.0
5764,R128,0,21.0,2549.0
5765,R128,1,1.0,1038.0
5766,R128,1,5.0,715.0
5767,R128,1,9.0,6026.0
5768,R128,1,13.0,4439.0
5769,R128,1,17.0,5967.0
5770,R128,1,21.0,2339.0
5771,R128,2,1.0,776.0
5772,R128,2,5.0,411.0
5773,R128,2,9.0,7227.0
5774,R128,2,13.0,4302.0
5775,R128,2,17.0,4147.0
5776,R128,2,21.0,2590.0
5777,R128,3,1.0,894.0
5778,R128,3,5.0,889.0
5779,R128,3,9.0,7160.0
5780,R128,3,13.0,4063.0
5781,R128,3,17.0,4518.0
5782,R128,3,21.0,2411.0
5783,R128,4,1.0,829.0
5784,R128,4,2.0,0.0
5785,R128,4,5.0,863.0
5786,R128,4,9.0,6978.0
5787,R128,4,13.0,4023.0
5788,R128,4,17.0,4695.0
5789,R128,4,21.0,2445.0
5790,R128,5,1.0,1334.0
5791,R128,5,5.0,319.0
5792,R128,5,9.0,2694.0
5793,R128,5,13.0,2415.0
5794,R128,5,17.0,2199.0
5795,R128,5,21.0,2679.0
5796,R128,6,1.0,1640.0
5797,R128,6,5.0,358.0
5798,R128,6,9.0,2048.0
5799,R128,6,13.0,3273.0
5800,R128,6,17.0,3533.0
5801,R128,6,21.0,1989.0
5802,R129,0,1.0,6869.0
5803,R129,0,5.0,362.0
5804,R129,0,7.0,530.0
5805,R129,0,9.0,8670.0
5806,R129,0,13.0,12612.0
5807,R129,0,14.0,490.0
5808,R129,0,15.0,1657.0
5809,R129,0,17.0,8951.0
5810,R129,0,21.0,10317.0
5811,R129,1,1.0,2607.0
5812,R129,1,2.0,466.0
5813,R129,1,5.0,2642.0
5814,R129,1,7.0,297.0
5815,R129,1,9.0,12462.0
5816,R129,1,13.0,9045.0
5817,R129,1,15.0,2413.0
5818,R129,1,17.0,8507.0
5819,R129,1,18.0,120.0
5820,R129,1,21.0,7966.0
5821,R129,2,1.0,5087.0
5822,R129,2,5.0,1911.0
5823,R129,2,7.0,358.0
5824,R129,2,9.0,9074.0
5825,R129,2,13.0,10038.0
5826,R129,2,14.0,1663.0
5827,R129,2,17.0,7046.0
5828,R129,2,21.0,10782.0
5829,R129,3,1.0,8636.0
5830,R129,3,5.0,370.0
5831,R129,3,7.0,576.0
5832,R129,3,9.0,11073.0
5833,R129,3,10.0,377.0
5834,R129,3,13.0,9749.0
5835,R129,3,14.0,235.0
5836,R129,3,17.0,7533.0
5837,R129,3,18.0,1234.0
5838,R129,3,21.0,11579.0
5839,R129,4,0.0,101.0
5840,R129,4,1.0,3817.0
5841,R129,4,5.0,2269.0
5842,R129,4,7.0,170.0
5843,R129,4,9.0,10026.0
5844,R129,4,13.0,11150.0
5845,R129,4,17.0,8315.0
5846,R129,4,21.0,11363.0
5847,R129,5,1.0,7499.0
5848,R129,5,5.0,601.0
5849,R129,5,9.0,1346.0
5850,R129,5,13.0,4095.0
5851,R129,5,17.0,7271.0
5852,R129,5,21.0,6342.0
5853,R129,6,1.0,4102.0
5854,R129,6,5.0,1102.0
5855,R129,6,9.0,1123.0
5856,R129,6,13.0,3787.0
5857,R129,6,17.0,6645.0
5858,R129,6,21.0,5744.0
5859,R130,0,1.0,653.0
5860,R130,0,5.0,255.0
5861,R130,0,9.0,6848.0
5862,R130,0,13.0,3329.0
5863,R130,0,17.0,3720.0
5864,R130,0,21.0,3196.0
5865,R130,1,1.0,605.0
5866,R130,1,5.0,193.0
5867,R130,1,9.0,6450.0
5868,R130,1,13.0,3274.0
5869,R130,1,17.0,2965.0
5870,R130,1,21.0,2999.0
5871,R130,2,1.0,589.0
5872,R130,2,5.0,201.0
5873,R130,2,9.0,6185.0
5874,R130,2,13.0,3032.0
5875,R130,2,17.0,2328.0
5876,R130,2,21.0,1815.0
5877,R130,3,1.0,2162.0
5878,R130,3,5.0,685.0
5879,R130,3,9.0,6278.0
5880,R130,3,13.0,2694.0
5881,R130,3,17.0,2789.0
5882,R130,3,21.0,2540.0
5883,R130,4,1.0,1692.0
5884,R130,4,5.0,229.0
5885,R130,4,9.0,6027.0
5886,R130,4,13.0,2979.0
5887,R130,4,17.0,3192.0
5888,R130,4,21.0,2276.0
5889,R130,5,1.0,703.0
5890,R130,5,5.0,198.0
5891,R130,5,9.0,1639.0
5892,R130,5,13.0,1942.0
5893,R130,5,17.0,1978.0
5894,R130,5,21.0,1586.0
5895,R130,6,1.0,634.0
5896,R130,6,5.0,271.0
5897,R130,6,9.0,1389.0
5898,R130,6,13.0,2515.0
5899,R130,6,17.0,2333.0
5900,R130,6,21.0,1891.0
5901,R131,0,1.0,5344.0
5902,R131,0,5.0,678.0
5903,R131,0,7.0,375.0
5904,R131,0,9.0,12368.0
5905,R131,0,13.0,18882.0
5906,R131,0,14.0,909.0
5907,R131,0,17.0,37136.0
5908,R131,0,21.0,48893.0
5909,R131,1,1.0,17069.0
5910,R131,1,5.0,762.0
5911,R131,1,7.0,84.0
5912,R131,1,9.0,12551.0
5913,R131,1,12.0,648.0
5914,R131,1,13.0,20442.0
5915,R131,1,16.0,1314.0
5916,R131,1,17.0,35133.0
5917,R131,1,21.0,52445.0
5918,R131,2,1.0,14776.0
5919,R131,2,5.0,914.0
5920,R131,2,9.0,12911.0
5921,R131,2,13.0,20829.0
5922,R131,2,17.0,29856.0
5923,R131,2,21.0,57102.0
5924,R131,3,1.0,16860.0
5925,R131,3,5.0,2407.0
5926,R131,3,7.0,231.0
5927,R131,3,9.0,10979.0
5928,R131,3,10.0,451.0
5929,R131,3,13.0,19950.0
5930,R131,3,17.0,34342.0
5931,R131,3,21.0,48909.0
5932,R131,4,1.0,17100.0
5933,R131,4,5.0,1176.0
5934,R131,4,9.0,11199.0
5935,R131,4,13.0,21285.0
5936,R131,4,17.0,36777.0
5937,R131,4,21.0,32463.0
5938,R131,5,1.0,9971.0
5939,R131,5,5.0,1579.0
5940,R131,5,9.0,1989.0
5941,R131,5,13.0,8335.0
5942,R131,5,17.0,14260.0
5943,R131,5,21.0,10971.0
5944,R131,6,1.0,5999.0
5945,R131,6,5.0,1784.0
5946,R131,6,9.0,1822.0
5947,R131,6,13.0,7687.0
5948,R131,6,17.0,11826.0
5949,R131,6,21.0,10258.0
5950,R132,0,1.0,8646.0
5951,R132,0,2.0,0.0
5952,R132,0,5.0,1688.0
5953,R132,0,7.0,77.0
5954,R132,0,8.0,4053.0
5955,R132,0,9.0,23448.0
5956,R132,0,13.0,24721.0
5957,R132,0,17.0,33685.0
5958,R132,0,21.0,32103.0
5959,R132,1,1.0,7812.0
5960,R132,1,5.0,1555.0
5961,R132,1,9.0,21203.0
5962,R132,1,13.0,20833.0
5963,R132,1,17.0,30777.0
5964,R132,1,21.0,30944.0
5965,R132,2,1.0,14128.0
5966,R132,2,5.0,1573.0
5967,R132,2,9.0,26685.0
5968,R132,2,13.0,21514.0
5969,R132,2,17.0,27597.0
5970,R132,2,21.0,30313.0
5971,R132,3,1.0,9781.0
5972,R132,3,5.0,1770.0
5973,R132,3,9.0,26119.0
5974,R132,3,13.0,23439.0
5975,R132,3,17.0,29725.0
5976,R132,3,21.0,32272.0
5977,R132,4,1.0,9190.0
5978,R132,4,5.0,1515.0
5979,R132,4,8.0,879.0
5980,R132,4,9.0,24631.0
5981,R132,4,13.0,20850.0
5982,R132,4,17.0,30199.0
5983,R132,4,21.0,30716.0
5984,R132,5,1.0,12839.0
5985,R132,5,5.0,1974.0
5986,R132,5,9.0,7852.0
5987,R132,5,13.0,10915.0
5988,R132,5,17.0,14200.0
5989,R132,5,21.0,24124.0
5990,R132,6,1.0,11632.0
5991,R132,6,5.0,2235.0
5992,R132,6,9.0,5786.0
5993,R132,6,13.0,11375.0
5994,R132,6,17.0,22527.0
5995,R132,6,21.0,18596.0
5996,R133,0,1.0,2167.0
5997,R133,0,5.0,1285.0
5998,R133,0,9.0,11359.0
5999,R133,0,13.0,8484.0
6000,R133,0,17.0,13465.0
6001,R133,0,21.0,7060.0
6002,R133,1,1.0,1908.0
6003,R133,1,5.0,1394.0
6004,R133,1,9.0,11189.0
6005,R133,1,12.0,329.0
6006,R133,1,13.0,6098.0
6007,R133,1,17.0,13107.0
6008,R133,1,21.0,7259.0
6009,R133,2,1.0,1965.0
6010,R133,2,5.0,435.0
6011,R133,2,9.0,8488.0
6012,R133,2,13.0,6242.0
6013,R133,2,17.0,10201.0
6014,R133,2,21.0,6263.0
6015,R133,3,1.0,10199.0
6016,R133,3,5.0,602.0
6017,R133,3,9.0,10805.0
6018,R133,3,13.0,7986.0
6019,R133,3,17.0,13355.0
6020,R133,3,21.0,7468.0
6021,R133,4,1.0,1944.0
6022,R133,4,5.0,603.0
6023,R133,4,9.0,10362.0
6024,R133,4,13.0,7861.0
6025,R133,4,17.0,12002.0
6026,R133,4,21.0,6857.0
6027,R133,5,1.0,3361.0
6028,R133,5,5.0,508.0
6029,R133,5,9.0,4336.0
6030,R133,5,13.0,5476.0
6031,R133,5,17.0,6066.0
6032,R133,5,21.0,4599.0
6033,R133,6,1.0,2139.0
6034,R133,6,5.0,684.0
6035,R133,6,9.0,3586.0
6036,R133,6,13.0,4832.0
6037,R133,6,17.0,6144.0
6038,R133,6,21.0,4090.0
6039,R134,0,1.0,361.0
6040,R134,0,5.0,567.0
6041,R134,0,7.0,1193.0
6042,R134,0,9.0,10289.0
6043,R134,0,13.0,2697.0
6044,R134,0,17.0,5861.0
6045,R134,0,21.0,4149.0
6046,R134,1,1.0,1842.0
6047,R134,1,5.0,348.0
6048,R134,1,9.0,11564.0
6049,R134,1,13.0,3093.0
6050,R134,1,17.0,6328.0
6051,R134,1,21.0,4369.0
6052,R134,2,1.0,712.0
6053,R134,2,5.0,913.0
6054,R134,2,9.0,10930.0
6055,R134,2,13.0,3174.0
6056,R134,2,17.0,6022.0
6057,R134,2,21.0,4389.0
6058,R134,3,1.0,718.0
6059,R134,3,5.0,525.0
6060,R134,3,9.0,10501.0
6061,R134,3,13.0,3650.0
6062,R134,3,17.0,5352.0
6063,R134,3,21.0,4779.0
6064,R134,4,1.0,1436.0
6065,R134,4,5.0,560.0
6066,R134,4,9.0,9188.0
6067,R134,4,13.0,3213.0
6068,R134,4,17.0,6217.0
6069,R134,4,21.0,3679.0
6070,R134,5,1.0,635.0
6071,R134,5,5.0,451.0
6072,R134,5,9.0,657.0
6073,R134,5,13.0,823.0
6074,R134,5,17.0,1062.0
6075,R134,5,21.0,565.0
6076,R134,6,1.0,289.0
6077,R134,6,5.0,465.0
6078,R134,6,9.0,648.0
6079,R134,6,13.0,742.0
6080,R134,6,17.0,1169.0
6081,R134,6,21.0,593.0
6082,R135,0,1.0,1547.0
6083,R135,0,5.0,759.0
6084,R135,0,9.0,16396.0
6085,R135,0,11.0,15.0
6086,R135,0,13.0,6372.0
6087,R135,0,14.0,5.0
6088,R135,0,17.0,7231.0
6089,R135,0,21.0,3842.0
6090,R135,1,1.0,1181.0
6091,R135,1,5.0,681.0
6092,R135,1,9.0,15690.0
6093,R135,1,11.0,44.0
6094,R135,1,13.0,6713.0
6095,R135,1,17.0,4989.0
6096,R135,1,21.0,3155.0
6097,R135,2,1.0,1563.0
6098,R135,2,5.0,639.0
6099,R135,2,9.0,15669.0
6100,R135,2,13.0,6686.0
6101,R135,2,17.0,4945.0
6102,R135,2,21.0,3408.0
6103,R135,3,1.0,1219.0
6104,R135,3,5.0,565.0
6105,R135,3,9.0,15324.0
6106,R135,3,13.0,6822.0
6107,R135,3,17.0,5105.0
6108,R135,3,21.0,3599.0
6109,R135,4,1.0,1616.0
6110,R135,4,5.0,715.0
6111,R135,4,9.0,14658.0
6112,R135,4,13.0,6791.0
6113,R135,4,17.0,5210.0
6114,R135,4,21.0,4243.0
6115,R135,5,1.0,1754.0
6116,R135,5,5.0,395.0
6117,R135,5,9.0,4020.0
6118,R135,5,13.0,4304.0
6119,R135,5,17.0,4390.0
6120,R135,5,21.0,3103.0
6121,R135,6,1.0,1814.0
6122,R135,6,5.0,505.0
6123,R135,6,9.0,3175.0
6124,R135,6,13.0,4209.0
6125,R135,6,17.0,4232.0
6126,R135,6,21.0,3060.0
6127,R136,0,1.0,2251.0
6128,R136,0,5.0,686.0
6129,R136,0,9.0,25106.0
6130,R136,0,13.0,11989.0
6131,R136,0,17.0,14090.0
6132,R136,0,21.0,10110.0
6133,R136,1,1.0,2024.0
6134,R136,1,5.0,453.0
6135,R136,1,9.0,24323.0
6136,R136,1,13.0,10589.0
6137,R136,1,17.0,12753.0
6138,R136,1,21.0,8596.0
6139,R136,2,1.0,2167.0
6140,R136,2,5.0,502.0
6141,R136,2,8.0,3244.0
6142,R136,2,9.0,21217.0
6143,R136,2,13.0,10258.0
6144,R136,2,17.0,12217.0
6145,R136,2,21.0,8312.0
6146,R136,3,1.0,2093.0
6147,R136,3,5.0,447.0
6148,R136,3,9.0,24066.0
6149,R136,3,13.0,10793.0
6150,R136,3,17.0,13146.0
6151,R136,3,21.0,9150.0
6152,R136,4,1.0,2466.0
6153,R136,4,5.0,511.0
6154,R136,4,9.0,22656.0
6155,R136,4,13.0,10149.0
6156,R136,4,15.0,427.0
6157,R136,4,17.0,9423.0
6158,R136,4,21.0,7338.0
6159,R136,5,1.0,5827.0
6160,R136,5,5.0,610.0
6161,R136,5,9.0,4743.0
6162,R136,5,13.0,7203.0
6163,R136,5,17.0,7149.0
6164,R136,5,21.0,5036.0
6165,R136,6,1.0,2292.0
6166,R136,6,5.0,844.0
6167,R136,6,9.0,3947.0
6168,R136,6,13.0,7337.0
6169,R136,6,17.0,7016.0
6170,R136,6,21.0,5270.0
6171,R137,0,0.0,4576.0
6172,R137,0,4.0,973.0
6173,R137,0,8.0,11212.0
6174,R137,0,12.0,30162.0
6175,R137,0,13.0,394.0
6176,R137,0,14.0,248.0
6177,R137,0,16.0,12511.0
6178,R137,0,20.0,11170.0
6179,R137,1,0.0,7667.0
6180,R137,1,4.0,2153.0
6181,R137,1,8.0,14982.0
6182,R137,1,12.0,25708.0
6183,R137,1,16.0,12285.0
6184,R137,1,20.0,11340.0
6185,R137,2,0.0,4675.0
6186,R137,2,4.0,843.0
6187,R137,2,8.0,8640.0
6188,R137,2,12.0,30716.0
6189,R137,2,16.0,12725.0
6190,R137,2,20.0,10563.0
6191,R137,3,0.0,5521.0
6192,R137,3,4.0,824.0
6193,R137,3,8.0,10887.0
6194,R137,3,12.0,30126.0
6195,R137,3,16.0,11986.0
6196,R137,3,20.0,10827.0
6197,R137,4,0.0,4843.0
6198,R137,4,4.0,2727.0
6199,R137,4,8.0,12249.0
6200,R137,4,10.0,1248.0
6201,R137,4,11.0,747.0
6202,R137,4,12.0,25622.0
6203,R137,4,14.0,87.0
6204,R137,4,16.0,11059.0
6205,R137,4,20.0,12639.0
6206,R137,5,0.0,8028.0
6207,R137,5,4.0,1195.0
6208,R137,5,8.0,3268.0
6209,R137,5,12.0,13815.0
6210,R137,5,16.0,11574.0
6211,R137,5,20.0,10269.0
6212,R137,6,0.0,4758.0
6213,R137,6,4.0,1661.0
6214,R137,6,8.0,2254.0
6215,R137,6,12.0,14517.0
6216,R137,6,16.0,12507.0
6217,R137,6,20.0,8698.0
6218,R138,0,1.0,25313.0
6219,R138,0,5.0,5915.0
6220,R138,0,7.0,363.0
6221,R138,0,9.0,16407.0
6222,R138,0,13.0,18171.0
6223,R138,0,17.0,34123.0
6224,R138,0,21.0,57252.0
6225,R138,1,1.0,27424.0
6226,R138,1,5.0,4057.0
6227,R138,1,9.0,16421.0
6228,R138,1,13.0,19672.0
6229,R138,1,17.0,30297.0
6230,R138,1,21.0,50335.0
6231,R138,2,1.0,28112.0
6232,R138,2,5.0,12579.0
6233,R138,2,7.0,314.0
6234,R138,2,9.0,16979.0
6235,R138,2,13.0,21970.0
6236,R138,2,17.0,32868.0
6237,R138,2,21.0,50847.0
6238,R138,3,1.0,30572.0
6239,R138,3,5.0,5014.0
6240,R138,3,9.0,15623.0
6241,R138,3,13.0,18435.0
6242,R138,3,17.0,31467.0
6243,R138,3,21.0,57922.0
6244,R138,4,1.0,36406.0
6245,R138,4,5.0,6640.0
6246,R138,4,9.0,14689.0
6247,R138,4,13.0,20876.0
6248,R138,4,17.0,37347.0
6249,R138,4,21.0,47675.0
6250,R138,5,1.0,36047.0
6251,R138,5,5.0,12160.0
6252,R138,5,9.0,4152.0
6253,R138,5,13.0,12422.0
6254,R138,5,17.0,27866.0
6255,R138,5,21.0,32496.0
6256,R138,6,1.0,29626.0
6257,R138,6,5.0,15796.0
6258,R138,6,9.0,4070.0
6259,R138,6,13.0,12531.0
6260,R138,6,17.0,26971.0
6261,R138,6,19.0,1366.0
6262,R138,6,21.0,30626.0
6263,R139,0,0.0,6263.0
6264,R139,0,4.0,1165.0
6265,R139,0,8.0,1588.0
6266,R139,0,12.0,9584.0
6267,R139,0,16.0,17539.0
6268,R139,0,20.0,41720.0
6269,R139,1,0.0,10086.0
6270,R139,1,4.0,1206.0
6271,R139,1,7.0,58.0
6272,R139,1,8.0,1398.0
6273,R139,1,12.0,8089.0
6274,R139,1,16.0,13259.0
6275,R139,1,20.0,35705.0
6276,R139,2,0.0,9508.0
6277,R139,2,4.0,9354.0
6278,R139,2,8.0,1351.0
6279,R139,2,9.0,516.0
6280,R139,2,10.0,19.0
6281,R139,2,12.0,9512.0
6282,R139,2,16.0,15833.0
6283,R139,2,20.0,39579.0
6284,R139,3,0.0,11375.0
